018020.jpg, -17.899198, 4.772327, 0.999056, -0.043372, 15
018040.jpg, -17.931599, 4.761239, 0.996806, -0.079747, 15
018060.jpg, -17.958966, 4.736847, 0.991619, -0.129038, 15
018080.jpg, -17.992269, 4.726340, 0.985513, -0.169410, 15
018100.jpg, -18.029794, 4.716078, 0.978314, -0.206909, 15
018120.jpg, -18.058828, 4.714904, 0.974925, -0.222307, 15
018140.jpg, -18.100051, 4.712080, 0.969264, -0.245788, 15
018160.jpg, -18.157124, 4.718187, 0.966855, -0.255090, 15
018180.jpg, -18.227864, 4.728306, 0.964970, -0.262133, 15
018200.jpg, -18.286518, 4.734642, 0.960599, -0.277701, 15
018220.jpg, -18.328258, 4.736821, 0.944803, -0.327412, 15
018240.jpg, -18.378656, 4.749875, 0.922255, -0.386357, 15
018260.jpg, -18.417196, 4.759993, 0.908158, -0.418407, 15
018280.jpg, -18.428303, 4.763172, 0.896627, -0.442568, 15
018300.jpg, -18.432726, 4.761632, 0.877013, -0.480258, 15
018320.jpg, -18.441025, 4.761800, 0.853100, -0.521557, 15
018340.jpg, -18.451873, 4.762010, 0.824665, -0.565453, 15
018360.jpg, -18.462999, 4.762139, 0.793689, -0.608179, 15
018380.jpg, -18.474073, 4.762878, 0.761667, -0.647838, 15
018400.jpg, -18.481990, 4.763588, 0.726995, -0.686535, 15
018420.jpg, -18.493070, 4.760181, 0.695176, -0.718750, 15
018440.jpg, -18.502454, 4.748146, 0.674270, -0.738406, 15
018460.jpg, -18.511211, 4.724476, 0.649526, -0.760268, 15
018480.jpg, -18.530854, 4.686422, 0.605276, -0.795959, 15
018500.jpg, -18.560469, 4.637828, 0.549507, -0.835450, 15
018520.jpg, -18.589747, 4.592219, 0.497820, -0.867253, 15
018540.jpg, -18.611060, 4.553022, 0.462566, -0.886564, 15
018560.jpg, -18.628077, 4.503392, 0.436381, -0.899745, 15
018580.jpg, -18.649805, 4.443334, 0.405013, -0.914298, 15
018600.jpg, -18.676286, 4.376452, 0.366060, -0.930581, 15
018620.jpg, -18.712434, 4.304336, 0.318657, -0.947865, 15
018640.jpg, -18.756967, 4.235383, 0.259450, -0.965754, 15
018660.jpg, -18.793590, 4.166666, 0.205818, -0.978589, 15
018680.jpg, -18.823075, 4.098855, 0.138681, -0.990336, 15
018700.jpg, -18.847354, 4.045816, 0.090891, -0.995861, 15
018720.jpg, -18.873710, 3.986373, 0.046093, -0.998937, 15
018740.jpg, -18.904604, 3.888866, -0.005553, -0.999985, 15
018760.jpg, -18.924408, 3.834551, -0.028909, -0.999582, 15
018780.jpg, -18.939531, 3.791854, -0.055655, -0.998450, 15
018800.jpg, -18.952207, 3.758779, -0.073218, -0.997316, 15
018820.jpg, -18.960452, 3.738458, -0.083456, -0.996511, 15
018840.jpg, -18.952148, 3.756940, -0.081375, -0.996683, 15
018860.jpg, -18.930294, 3.813258, -0.087912, -0.996128, 15
018880.jpg, -18.920931, 3.870338, -0.100315, -0.994955, 15
018900.jpg, -18.926887, 3.930585, -0.114167, -0.993461, 15
018920.jpg, -18.919770, 4.008255, -0.097584, -0.995227, 15
018940.jpg, -18.908862, 4.095494, -0.061115, -0.998131, 15
018960.jpg, -18.906562, 4.174353, -0.038568, -0.999256, 15
018980.jpg, -18.906365, 4.241660, -0.023035, -0.999735, 15
019000.jpg, -18.914855, 4.314387, -0.011897, -0.999929, 15
019020.jpg, -18.940470, 4.373275, -0.025038, -0.999686, 15
019040.jpg, -18.964193, 4.408127, -0.036731, -0.999325, 15
019060.jpg, -18.982624, 4.428611, -0.045825, -0.998949, 15
019080.jpg, -18.997681, 4.443079, -0.055373, -0.998466, 15
019100.jpg, -19.012319, 4.457455, -0.062152, -0.998067, 15
019120.jpg, -19.033148, 4.471737, -0.073952, -0.997262, 15
019140.jpg, -19.036868, 4.479157, -0.072371, -0.997378, 15
019160.jpg, -19.033040, 4.478631, -0.074227, -0.997241, 15
019180.jpg, -19.028173, 4.485537, -0.066953, -0.997756, 15
019200.jpg, -19.024728, 4.496589, -0.055113, -0.998480, 15
019220.jpg, -19.013124, 4.505708, -0.036114, -0.999348, 15
019240.jpg, -18.999182, 4.514469, -0.018175, -0.999835, 15
019260.jpg, -18.990666, 4.520030, -0.007501, -0.999972, 15
019280.jpg, -18.990649, 4.520006, -0.007527, -0.999972, 15
019300.jpg, -18.990597, 4.520012, -0.007520, -0.999972, 15
019320.jpg, -18.991704, 4.520141, -0.007486, -0.999972, 15
019340.jpg, -18.991180, 4.519981, -0.007776, -0.999970, 15
019360.jpg, -18.990522, 4.520019, -0.007857, -0.999969, 15
019380.jpg, -18.989703, 4.519955, -0.007641, -0.999971, 15
019400.jpg, -18.987640, 4.519763, -0.007537, -0.999972, 15
019420.jpg, -18.987056, 4.519379, -0.008239, -0.999966, 15
019440.jpg, -18.986659, 4.519830, -0.007343, -0.999973, 15
019460.jpg, -18.987706, 4.517727, -0.010957, -0.999940, 15
019480.jpg, -18.987714, 4.517725, -0.011029, -0.999939, 15
019500.jpg, -18.987727, 4.517679, -0.011095, -0.999938, 15
019740.jpg, -18.987704, 4.517530, -0.011337, -0.999936, 15
019760.jpg, -18.987809, 4.517440, -0.011333, -0.999936, 15
019780.jpg, -18.987799, 4.517542, -0.011360, -0.999935, 15
019800.jpg, -18.987802, 4.517514, -0.011367, -0.999935, 15
019820.jpg, -18.987802, 4.517501, -0.011369, -0.999935, 15
019840.jpg, -18.987363, 4.517180, -0.011958, -0.999928, 15
019860.jpg, -18.966241, 4.518324, 0.004741, -0.999989, 15
019880.jpg, -18.889568, 4.517645, 0.071983, -0.997405, 15
019900.jpg, -18.800428, 4.522119, 0.151880, -0.988397, 15
019920.jpg, -18.744802, 4.532148, 0.209315, -0.977845, 15
019940.jpg, -18.707323, 4.539003, 0.246908, -0.969034, 15
019960.jpg, -18.661705, 4.549537, 0.297429, -0.954737, 15
019980.jpg, -18.619650, 4.558171, 0.362949, -0.931797, 15
020000.jpg, -18.579188, 4.552149, 0.438996, -0.898471, 15
020020.jpg, -18.546271, 4.536064, 0.483336, -0.875412, 15
020040.jpg, -18.513546, 4.520762, 0.521321, -0.853331, 15
020060.jpg, -18.482790, 4.511627, 0.568692, -0.822510, 15
020080.jpg, -18.449928, 4.501552, 0.616503, -0.787303, 15
020100.jpg, -18.419929, 4.505495, 0.662356, -0.749122, 15
020120.jpg, -18.409775, 4.529241, 0.690355, -0.723391, 15
020140.jpg, -18.413846, 4.571450, 0.722682, -0.691087, 15
020160.jpg, -18.422006, 4.611904, 0.761897, -0.647583, 15
020180.jpg, -18.434051, 4.654184, 0.805680, -0.592210, 15
020200.jpg, -18.455689, 4.676775, 0.837152, -0.546806, 15
020220.jpg, -18.467557, 4.689890, 0.849885, -0.526790, 15
020240.jpg, -18.467409, 4.698860, 0.854110, -0.519909, 15
020260.jpg, -18.463721, 4.702697, 0.855368, -0.517831, 15
020280.jpg, -18.459014, 4.694562, 0.854478, -0.519301, 15
020300.jpg, -18.447020, 4.692915, 0.870539, -0.491908, 15
020320.jpg, -18.422702, 4.701515, 0.892362, -0.451115, 15
020340.jpg, -18.384733, 4.721777, 0.921084, -0.389145, 15
020360.jpg, -18.328163, 4.748626, 0.950659, -0.309984, 15
020380.jpg, -18.258983, 4.758516, 0.973417, -0.228803, 15
020400.jpg, -18.192811, 4.766355, 0.986594, -0.163001, 15
020420.jpg, -18.125910, 4.769896, 0.994140, -0.107955, 15
020440.jpg, -18.057001, 4.768691, 0.997655, -0.068351, 15
020460.jpg, -17.991044, 4.769516, 0.999619, -0.027561, 15
020480.jpg, -17.922805, 4.773385, 0.999501, 0.031546, 15
020500.jpg, -17.845198, 4.783237, 0.994870, 0.100983, 15
020520.jpg, -17.762738, 4.793319, 0.986147, 0.165545, 15
020540.jpg, -17.687069, 4.801588, 0.976116, 0.216803, 15
020560.jpg, -17.632448, 4.809001, 0.970378, 0.241077, 15
020580.jpg, -17.567303, 4.815064, 0.971743, 0.235533, 15
020600.jpg, -17.513615, 4.817657, 0.972202, 0.233663, 15
020620.jpg, -17.461374, 4.841328, 0.964940, 0.261922, 15
020640.jpg, -17.386557, 4.882824, 0.951165, 0.308042, 15
020660.jpg, -17.328528, 4.936988, 0.931384, 0.363287, 0
020680.jpg, -17.259003, 5.016337, 0.904308, 0.426024, 0
020700.jpg, -17.193219, 5.101623, 0.873030, 0.486628, 0
020720.jpg, -17.130819, 5.230819, 0.812995, 0.581068, 0
020740.jpg, -17.098346, 5.365940, 0.727709, 0.684584, 0
020760.jpg, -17.070619, 5.495184, 0.642022, 0.765385, 0
020780.jpg, -17.035163, 5.640066, 0.586893, 0.808469, 0
020800.jpg, -16.991769, 5.791013, 0.540939, 0.839995, 0
020820.jpg, -16.943923, 5.945507, 0.510851, 0.858737, 0
020840.jpg, -16.887277, 6.088304, 0.498428, 0.866083, 0
020860.jpg, -16.830668, 6.226536, 0.502887, 0.863504, 0
020880.jpg, -16.764513, 6.367536, 0.533643, 0.844855, 0
020900.jpg, -16.687816, 6.509075, 0.578897, 0.814494, 0
020920.jpg, -16.604568, 6.659187, 0.616612, 0.786311, 0
020940.jpg, -16.514060, 6.811055, 0.644334, 0.763742, 0
020960.jpg, -16.418974, 6.947710, 0.694462, 0.718513, 10
020980.jpg, -16.312161, 7.056292, 0.774748, 0.631221, 10
021000.jpg, -16.187413, 7.144805, 0.867379, 0.496727, 10
021020.jpg, -16.073216, 7.209933, 0.912030, 0.409261, 10
021040.jpg, -15.939508, 7.287534, 0.930170, 0.366373, 10
021060.jpg, -15.781375, 7.354952, 0.948076, 0.317360, 10
021080.jpg, -15.594875, 7.404556, 0.969929, 0.242879, 10
021100.jpg, -15.397911, 7.431777, 0.990264, 0.138929, 10
021120.jpg, -15.192577, 7.446528, 0.997534, 0.070058, 10
021140.jpg, -15.004777, 7.460670, 0.998796, 0.048977, 10
021160.jpg, -14.809268, 7.469859, 0.999555, 0.029765, 10
021180.jpg, -14.619888, 7.473736, 0.999902, 0.013956, 10
021200.jpg, -14.426244, 7.474299, 1.000000, -0.000154, 10
021220.jpg, -14.227472, 7.473207, 0.999984, -0.005624, 10
021240.jpg, -14.019985, 7.472323, 0.999977, -0.006793, 10
021260.jpg, -13.793581, 7.464311, 0.999847, -0.017450, 10
021280.jpg, -13.589143, 7.447414, 0.999473, -0.032421, 10
021300.jpg, -13.383004, 7.430451, 0.999033, -0.043913, 10
021320.jpg, -13.173229, 7.426362, 0.999788, -0.020582, 10
021340.jpg, -12.954176, 7.432288, 0.999923, 0.012414, 10
021360.jpg, -12.731516, 7.428310, 0.999770, 0.021398, 10
021380.jpg, -12.463514, 7.405892, 0.999982, 0.006007, 10
021400.jpg, -12.224908, 7.382203, 0.999988, 0.004845, 10
021420.jpg, -11.968469, 7.363244, 0.999805, 0.019735, 10
021440.jpg, -11.712514, 7.348588, 0.999468, 0.032561, 10
021460.jpg, -11.475226, 7.332859, 0.999059, 0.043314, 10
021480.jpg, -11.230102, 7.314914, 0.999036, 0.043826, 10
021500.jpg, -10.953823, 7.298256, 0.998578, 0.053221, 10
021520.jpg, -10.697988, 7.290152, 0.997812, 0.066002, 10
021540.jpg, -10.429305, 7.275318, 0.997959, 0.063752, 10
021560.jpg, -10.162658, 7.258098, 0.998937, 0.046022, 10
021580.jpg, -9.886917, 7.241432, 0.999470, 0.032518, 10
021600.jpg, -9.622636, 7.236907, 0.999068, 0.043099, 10
021620.jpg, -9.349198, 7.232992, 0.998922, 0.046352, 10
021640.jpg, -9.081068, 7.221596, 0.999210, 0.039675, 10
021660.jpg, -8.804482, 7.203857, 0.999677, 0.025365, 10
021680.jpg, -8.542583, 7.191220, 0.999634, 0.027002, 10
021700.jpg, -8.262850, 7.174811, 0.999517, 0.031024, 10
021720.jpg, -8.010396, 7.153805, 0.999362, 0.035656, 10
021740.jpg, -7.743551, 7.139779, 0.998525, 0.054204, 10
021760.jpg, -7.485327, 7.133889, 0.997614, 0.068916, 10
021780.jpg, -7.248478, 7.123013, 0.998194, 0.059961, 10
021800.jpg, -7.009511, 7.115566, 0.998482, 0.054992, 10
021820.jpg, -6.763922, 7.112016, 0.998334, 0.057594, 10
021840.jpg, -6.518591, 7.125122, 0.996826, 0.079476, 10
021860.jpg, -6.255234, 7.137042, 0.995389, 0.095763, 10
021880.jpg, -5.998816, 7.138551, 0.995675, 0.092730, 10
021900.jpg, -5.743062, 7.138556, 0.995874, 0.090579, 10
021920.jpg, -5.486875, 7.142123, 0.995064, 0.099032, 10
021940.jpg, -5.241584, 7.142590, 0.994414, 0.105346, 10
021960.jpg, -4.986999, 7.129771, 0.997049, 0.076628, 10
021980.jpg, -4.710182, 7.106790, 0.999276, 0.037983, 10
022000.jpg, -4.445147, 7.100093, 0.999382, 0.035090, 10
022020.jpg, -4.184400, 7.094006, 0.999378, 0.035208, 10
022040.jpg, -3.922614, 7.079830, 0.999555, 0.029769, 10
022060.jpg, -3.631921, 7.062114, 0.999640, 0.026807, 10
022080.jpg, -3.355408, 7.059693, 0.999722, 0.023551, 10
022100.jpg, -3.073554, 7.059390, 0.999889, 0.014888, 10
022120.jpg, -2.804695, 7.061574, 0.999835, 0.018128, 10
022140.jpg, -2.530727, 7.063499, 0.998835, 0.048171, 10
022160.jpg, -2.284455, 7.061507, 0.998010, 0.062950, 10
022180.jpg, -2.041302, 7.052271, 0.997693, 0.067773, 10
022200.jpg, -1.787470, 7.025905, 0.998674, 0.051401, 10
022220.jpg, -1.484360, 6.986274, 0.999678, 0.025323, 10
022240.jpg, -1.214737, 6.953571, 0.999886, 0.015052, 10
022260.jpg, -0.959421, 6.933173, 0.999907, 0.013640, 10
022280.jpg, -0.705586, 6.918873, 0.999849, 0.017344, 10
022300.jpg, -0.457117, 6.910328, 0.999697, 0.024597, 10
022320.jpg, -0.232527, 6.905694, 0.999232, 0.039114, 10
022340.jpg, -0.002045, 6.893081, 0.998946, 0.045830, 10
022360.jpg, 0.253312, 6.870865, 0.999575, 0.029114, 10
022380.jpg, 0.513419, 6.845669, 0.999972, 0.007504, 10
022400.jpg, 0.778453, 6.837130, 0.999949, 0.010048, 10
022420.jpg, 1.041452, 6.833647, 0.999970, 0.007694, 10
022440.jpg, 1.278349, 6.822852, 0.999992, -0.004071, 10
022460.jpg, 1.511476, 6.805095, 0.999796, -0.020178, 10
022480.jpg, 1.745405, 6.788925, 0.999586, -0.028740, 10
022500.jpg, 1.979935, 6.779823, 0.999368, -0.035497, 10
022520.jpg, 2.216814, 6.773596, 0.999103, -0.042295, 10
022540.jpg, 2.466210, 6.757110, 0.998047, -0.062381, 10
022560.jpg, 2.741629, 6.746734, 0.998304, -0.058118, 10
022580.jpg, 3.020602, 6.744656, 0.999481, -0.032176, 10
022600.jpg, 3.255858, 6.733656, 0.999164, -0.040815, 10
022620.jpg, 3.502081, 6.707758, 0.998114, -0.061301, 10
022640.jpg, 3.734572, 6.684062, 0.997162, -0.075184, 10
022660.jpg, 3.974608, 6.669013, 0.997347, -0.072701, 10
022680.jpg, 4.211732, 6.664652, 0.998288, -0.058402, 10
022700.jpg, 4.446911, 6.652006, 0.998148, -0.060749, 10
